inchikey,name,is_drug,evidence,moa,suppo,lpv_5,lpv_4,lpv_3,lpv_2,best_inchikey,best_name
VZBRLQKVCLWQDO-UHFFFAOYSA-N,"Diethyl 1-(1-{[(4-Fluorophenyl)Amino]Carbonyl}Propyl)-1H-1,2,3-Triazole-4,5-Dicarboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CJCNVDWBDYXQMZ-CRAIPNDOSA-N,Schembl1710202,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CJCNVDWBDYXQMZ-YJBOKZPZSA-N,Schembl1710270,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FIZVYICXTDGLOE-IACUBPJLSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[Butyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
OWYXFRRSVGLPGC-UHFFFAOYSA-N,Mls000107922,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XMBMCUACUOKRPD-JMJZKYOTSA-N,Chembl344548,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UQDOPEKUDWZNMX-UHFFFAOYSA-N,174842-36-5,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
OFLXLNCGODUUOT-UHFFFAOYSA-N,Acethydrazide,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FBLQUOKDTNPZPO-QXAKKESOSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[3-Phenylpropyl(Propyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JHVJIDRZAXRMJS-UHFFFAOYSA-N,"2-(3-Acetyl-Thioureido)-4,5-Dimethyl-Thiophene-3-Carboxylic Acid Ethyl Ester",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HJKKRTRLAGWQDY-UHFFFAOYSA-N,Chembl438553,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PRKYXODIZZEVEQ-IPMKNSEASA-N,Chembl3263941,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PDGNQZLEXYQKBW-QWRGUYRKSA-N,Schembl1837006,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KSPORGXVFPIYIQ-QJPTWQEYSA-N,Carbocyclic Analogue 60,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UPNCTCNWGLVTOU-MOPGFXCFSA-N,Chembl235201,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BBDDLPOYPXNOTL-CGTJXYLNSA-N,Chembl162413,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NGJJDHCBOKNREV-FQEVSTJZSA-N,Cromoglicate Lisetil,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HRCYBLDNHQXOQI-ZZEHVWSGSA-N,Chembl1289861,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WPXLGLWNXHFMTE-CGTJXYLNSA-N,Chembl147283,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QPGLIZFPRZQICS-ARFHVFGLSA-N,Ac1Larpv,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MUAKAPZVYKVOTQ-BFHYXJOUSA-N,Ac1Ns6Iz,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
OZPPXEJMNBVQQU-UHFFFAOYSA-N,Chembl271558,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ITAOFSSOVNYZCS-UHFFFAOYSA-N,"Diethyl 2,6-Dimethyl-4-(3-Nitrophenyl)-1,4-Dihydropyridine-3,5-Dicarboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JOHFECBOWRGWJZ-UHFFFAOYSA-N,"Diethyl 1-Benzyl-4-Phenyl-1,4-Dihydropyridine-3,5-Dicarboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MIRAMMMXFXHKPC-SFVOSZBNSA-N,Chembl2112263,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YLFHAFJKSDHERM-UHFFFAOYSA-N,Schembl256808,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MNLRQHMNZILYPY-UHFFFAOYSA-N,61633-75-8,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MNLRQHMNZILYPY-MDMHTWEWSA-N,61633-75-8,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZPMLBLGAJAKNQE-OITMNORJSA-N,Chembl249145,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UHSWPGILSIWNHC-NUEKZKHPSA-N,Chembl348066,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
TYCDOLXMKYUQRF-STQMWFEESA-N,Schembl1834446,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CWNKUKVWCWLOSD-UHFFFAOYSA-N,Chembl408028,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YNAOGLNBSDJIAP-SAYLLPIZSA-N,Chembl1090648,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XIDPGFBHPLJFQO-PWRGDLIESA-N,Chembl215855,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RBWUSPJCTRYZMD-UHFFFAOYSA-N,Mls000589137,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FNCJWVGYTHJBEJ-HBNTYKKESA-N,Ac1Ns6J2,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XNKILWFYEHUPLW-PDGQHHTCSA-N,"4-{(Z)-[6-(Ethoxycarbonyl)-5-(4-Fluorophenyl)-7-Methyl-3-Oxo-5H-[1,3]Thiazolo[3,2-A]Pyrimidin-2(3H)-Ylidene]Methyl}Benzoic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NMEMTQKUEVNSPV-UHFFFAOYSA-N,NMEMTQKUEVNSPV-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DYBBAWOUQNTPAE-CFTLBWQVSA-N,Chembl272469,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MNLLTWRUVLQQFD-UHFFFAOYSA-N,Ac1Lejaq,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DERVZEOWPBCBHO-UHFFFAOYSA-N,2H-Benzimidazol-2-amine,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NCMJSVDTRDLWJE-YRMXFSIDSA-N,"2,7-Anhydro-Neu5Ac",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JCVIADGAMDRQDG-UHFFFAOYSA-N,"Ethyl 4-[(2-Bromo-3,4,5-Trimethoxybenzoyl)Amino]Benzoate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MSGMONYUTBYKQD-UHFFFAOYSA-N,Ethyl 3-({[4-(Acetylamino)Phenyl]Sulfonyl}Amino)Benzoate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WOHRVCZGVLKXSR-UHFFFAOYSA-N,Mls000665368,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VYPZVFUGDZYLDK-UHFFFAOYSA-N,Chembl271125,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HXUHHDBYIBYXPB-MRLGIXIVSA-N,Chembl3687435,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BEEXOKZWBRZYAE-QWRGUYRKSA-N,Schembl1830278,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PBEPVECQKHVZAT-UHFFFAOYSA-N,Ac1Mdmix,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BOILCSSHLMAKTH-UHFFFAOYSA-N,Mls000093252,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JEFNGIWYLXETLU-UHFFFAOYSA-N,581781-18-2,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
AAMSRIRJJDBNAA-ISIYWYIMSA-N,Chembl1097693,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SVHOVVJFOWGYJO-UHFFFAOYSA-N,Pentabromophenol,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GNNKZQNIUKSUIU-DGWCAWEPSA-N,Chembl425790,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
APHYVLPIZUVDTK-UHFFFAOYSA-N,"Ethyl 3,5-Dihydroxybenzoate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DPAQEMSGPATGJG-UHFFFAOYSA-N,Chembl1563865,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MVIZSITUOUWFBA-IHWGESPNSA-N,Chembl212337,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WZTMLZINVZPVKQ-USXIJHARSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[2-Hydroxyethyl(Phenethyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JSSVBLPCZUAOLK-HOSYDEDBSA-N,Carbocyclic Analogue 13,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UHUIIWFIVBGZEX-QJPTWQEYSA-N,Chembl53507,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
RQYULXQAINHIMD-ABAVYFCKSA-N,Chembl302133,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PJCATKAGSUTUJA-NVWMEEMDSA-N,"Methyl 4,9-Di-O-Acetyl-5-(Acetylamino)-3,5-Dideoxy-D-Glycero-Alpha-D-Galacto-Non-2-Ulopyranosidonic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
IAPHDQTXTXQIRH-UHFFFAOYSA-N,Ac1Mgkr1,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
OKNYZIGDRLPEEJ-MNOVXSKESA-N,Mls000028136,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZRIJBDYKPYJEGF-UHFFFAOYSA-N,F0095-1339,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BMFDLZBABRHLIB-FMDGEEDCSA-N,2X3T,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FOLQUIHQXSLLJC-GZOOOWMASA-N,Chembl3687491,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YSDNGJONQCXVPU-UHFFFAOYSA-N,Chembl1977154,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BYBXJRFAEPGDLK-UHFFFAOYSA-N,Ethyl 5-Acetyl-2-Amino-4-Methylthiophene-3-Carboxylate,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
ZQYIOYYNSJMENO-MGQAZMLPSA-N,Chembl1091341,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VQDRHZVLRCGSFX-UHFFFAOYSA-N,"Ethyl 2,3-Dimethyl-1H-Indole-5-Carboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GRHJHFJDNAZVLO-VVUGWJFESA-N,Chembl3691958,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HVSTYIIEVDSSJN-CGTJXYLNSA-N,Chembl1161290,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DYBBAWOUQNTPAE-RBYNONRVSA-N,Chembl402895,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MNLRQHMNZILYPY-YVNCZSHWSA-N,N-Acetyl-Beta-Muramic Acid,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KBAVSMAYRNASIF-UHFFFAOYSA-N,Ac-907/34129039,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MLJBMAAQGRYZTK-UHFFFAOYSA-N,MLJBMAAQGRYZTK-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LWZOXNDYTWHCNC-CABCVRRESA-N,Chembl3416428,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PEXOYGNRWYUDOM-UHFFFAOYSA-N,Chembl3393472,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FBEKRJIKDMARPJ-RRFJBIMHSA-N,Ac1Larqj,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
JYEFPZPGDOKWJK-SZWZKDINSA-N,Carboxamide Deriv. 4Au,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FFYGOYSNGFPHEN-GJZGRUSLSA-N,Chembl3416432,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DNBJQDUHQJKJCR-UHFFFAOYSA-N,"Ethyl 1,5-Diphenyl-1H-Pyrazole-4-Carboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XDKAJCDXCBRRHR-UIISKDMLSA-N,Chembl319143,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FFYGOYSNGFPHEN-HUUCEWRRSA-N,Chembl3416431,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SSJXIUAHEKJCMH-PHDIDXHHSA-N,"(1R,2R)-(-)-1,2-Diaminocyclohexane",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
WTVXOKSBXDTJEM-INIZCTEOSA-N,Chembl33693,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YGIZBPAKZVZJTK-UHFFFAOYSA-N,YGIZBPAKZVZJTK-UHFFFAOYSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
MFYQEXGNAIUHIE-DOTOQJQBSA-N,Ssr150106,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PHYBFKLXQMCMNU-GECNWIMGSA-N,Chembl436250,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YUANQCCFWPCCDL-PHDIDXHHSA-N,Chembl3689321,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QGHXTFJRKKVKJP-UHFFFAOYSA-N,Mls000692111,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YUANQCCFWPCCDL-UHFFFAOYSA-N,Chembl3689320,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LWZOXNDYTWHCNC-GJZGRUSLSA-N,Chembl3416434,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UZOVWFQVJCMDDP-YNEHKIRRSA-N,Carbocyclic Analogue 7,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PHYBFKLXQMCMNU-BONDFROLSA-N,Carboxamide Deriv. 4As,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FFYGOYSNGFPHEN-LSDHHAIUSA-N,Chembl3546846,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FCRHVUVHCDLHGO-NBEYISGCSA-N,Chembl1161285,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PJAWVEOFVIREOA-UHFFFAOYSA-N,Chembl272826,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XBOXFEBPMPTATP-ONGXEEELSA-N,Schembl502810,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YQNQEZMFMBODFK-UHFFFAOYSA-N,Gal Beta(1-3)[Glcnac Beta(1-6)]Galnac-Alpha-Thr,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
KYIOKAUDHIQKBS-UHFFFAOYSA-N,"Ethyl 2-(Acetylamino)-4,5-Dinitrobenzoate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LWZOXNDYTWHCNC-LSDHHAIUSA-N,Chembl3416429,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DLNNMFIRZRJFFB-SEYXRHQNSA-N,DLNNMFIRZRJFFB-SEYXRHQNSA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YTTRPBWEMMPYSW-UHFFFAOYSA-N,2776-93-4,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HXGVFIWGGUQRIO-YNEHKIRRSA-N,Ac1Ns6It,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
SXNSKNFVWYYWIC-PUYQSQJYSA-N,Chembl413279,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FFYGOYSNGFPHEN-CABCVRRESA-N,Chembl3416426,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NKENBBIXEGPQLS-UFGQHTETSA-N,4-Amino-2-Deoxy-23-Dehydro-N-Neuraminic Acid,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BZVDPXGVFDPKBR-NWANDNLSSA-N,Chembl422016,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
YQUCNOUQEZHVSC-JMJZKYOTSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-(Diethylcarbamoyl)-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UCZCHDINMZWYIQ-UHFFFAOYSA-N,"Diethyl 2,5-Diaminothiophene-3,4-Dicarboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LWZOXNDYTWHCNC-HUUCEWRRSA-N,Chembl3416433,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VOPLDVVYCKXZGJ-IVZWLZJFSA-N,"(3R,4R,5S)-4-Acetamido-5-Amino-3-(3,3,3-Trifluoropropoxy)Cyclohexene-1-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
HEQGPNDQXUSGEJ-UHFFFAOYSA-N,"Ethyl 2-Thioxo-5-{[3-(Trifluoromethyl)Benzyl]Sulfanyl}-1,3-Dithiole-4-Carboxylate",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GBPZYMBDOBODNK-UHFFFAOYSA-N,Asalex,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CWYCSXCPQBWPFU-GVDBMIGSSA-N,Chembl3263940,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BQFYPGHOUKTECI-ZVJHWVFESA-N,BQFYPGHOUKTECI-ZVJHWVFESA-N,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UQCJWKCRQHMDOW-JMJZKYOTSA-N,Carboxamide Deriv. 5J,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
BORSWRPYSWXKDC-UHFFFAOYSA-N,Smr000019368,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
DCRLLBPKLDFCEG-HZUFSXAFSA-N,Chembl2205846,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CVAJQDOYMIACIY-NMBMNGIOSA-N,Chembl444106,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
AQYALGZFMPWSHV-ZDUSSCGKSA-N,Ac1M6Zp3,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
UHECYKSYJACFNT-UHFFFAOYSA-N,Chebi:125373,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
VCANIUOBHBAPJH-LBPRGKRZSA-N,Chembl191558,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NNPFGWNJYLQTIS-UHFFFAOYSA-N,Nsc671472,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FFYGOYSNGFPHEN-UHFFFAOYSA-N,Chembl1797640,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NUVBSKCKDOMJSU-UHFFFAOYSA-N,Ethyl hydroxybenzoate,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
CRIBAWCRRRSLKC-UWVGGRQHSA-N,Schembl1833318,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
GLERGNQJTVVYGJ-UHFFFAOYSA-N,Chembl1993324,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
PCSYBTBAKASCBQ-UIISKDMLSA-N,Chembl357722,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
FWHGOPBCXHOTDC-UHFFFAOYSA-N,Benzoic Acid Inhibitor 10,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
QYYCFCXQJFGQJQ-NBEYISGCSA-N,Carboxamide Deriv. 5E,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XZSMHRAGXUUTQP-UHFFFAOYSA-N,Mls000105690,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
NKENBBIXEGPQLS-NZZKMWLNSA-N,4-Amino-2-Deoxy-23-Dehydro-N-Neuraminic Acid,1,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
LPYMQRVYNBUDBN-USXIJHARSA-N,"(2R,3R,4S)-3-Acetamido-4-Amino-2-[2-Azidoethyl(Phenethyl)Carbamoyl]-3,4-Dihydro-2H-Pyran-6-Carboxylic Acid",0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XFJBLTYSNCHCSM-VXVSGHKGSA-N,Bdbm211622,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
XISPDBALALKGMY-KFKAGJAMSA-N,Carboxamide Deriv. 4An,0,-2,-2,0,0,0,1,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene
