inchikey,name,is drug,evidence,moa,support,p 1e-5,p 1e-4,p 1e-3,top1_inchikey,top2_inchikey,top3_inchikey,top1_name,top2_name,top3_name
KGLZEUKAYSFECV-UHFFFAOYSA-N,Ac1M0Lcu,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JWZXHNKCBPUKSX-UHFFFAOYSA-N,F3103-0017,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YQVFLRXCURQLAA-UHFFFAOYSA-N,St50920733,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SZZVWACUPHPHBD-UHFFFAOYSA-N,N-(4-Chlorobenzyl)-2-Nitroaniline,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MENDUIUHJKAESJ-UHFFFAOYSA-N,Mls001149276,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AESMHZVRTXLXHT-UHFFFAOYSA-N,"N,N'-Bis(2-Nitrophenyl)Propanediamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AEUUKDVUXURQTK-UHFFFAOYSA-N,Mls000556000,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HQWSTAGDRNWWEZ-UHFFFAOYSA-N,Mls000684842,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LADJOTIRVFRCJJ-UHFFFAOYSA-N,"5-{3,5-Bisnitro-2-Thienyl}-1H-Pyrazole",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MEOQMRKYBXBAHE-UHFFFAOYSA-N,Mls000392219,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SPMJBMQFKPZXIY-UHFFFAOYSA-N,Chembl2059554,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GWWHSLCVPYBDPI-UHFFFAOYSA-N,2-Bromo-4-Methylphenyl 2-Nitrobenzoate,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DZATWMZTHMRCOI-UHFFFAOYSA-N,31350-11-5,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CCSNFGDBPDCBMT-UHFFFAOYSA-N,Mls000579424,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
ZBMKFQQSUVDSDW-FNORWQNLSA-N,F0447-0101,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YQSFOVHZGGQFEY-HYARGMPZSA-N,Ambcb5189217,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UNVKXVCDLOLPJE-UHFFFAOYSA-N,Kinome_2579,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BIWNBLCKKNJZBQ-ZVHZXABRSA-N,St50896504,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VHDWFGPDJUOKSD-QGMBQPNBSA-N,Mls000722845,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PPBRNQILPCBHQS-UHFFFAOYSA-N,Chembl1927290,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DFZYFPQNTOHICU-UHFFFAOYSA-N,Chembl482377,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
BSQFSNSWBWQLBI-UHFFFAOYSA-N,Smr000185827,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NSKAFWQIZLASTP-UHFFFAOYSA-N,Smr000117308,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WKMVPVGHVGFJLG-UHFFFAOYSA-N,"Triazole, 3D",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BSPFUVLICWUWDA-UHFFFAOYSA-N,St50017892,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WUIDPYLIBFVBIQ-UHFFFAOYSA-N,Chembl599518,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FIYHJBMFYFESMN-UHFFFAOYSA-N,St50635200,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HQPQJXCJJPBFFY-UHFFFAOYSA-N,Smr000264109,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LAJNPBGTUNSKGJ-UHFFFAOYSA-N,Mls001182319,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DPVSBKXUFMEYHS-UHFFFAOYSA-N,Smr000196420,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UXDBCFXOVRXVBK-UHFFFAOYSA-N,"N-(5-Methyl-2,1,3-Benzothiadiazol-4-Yl)-2-Nitrobenzamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JMWAVUFYSOMGOI-UHFFFAOYSA-N,"Methyl {5-[(1,3-Dioxo-1,3-Dihydro-2H-Isoindol-2-Yl)Methyl]-1,3-Thiazol-2-Yl}Carbamate",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JDONHMOMQILGDY-UHFFFAOYSA-N,Chembl465109,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
KQYWPTWMBRPYPZ-QGOAFFKASA-N,Ac1Ntss5,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DFUIXWANLWLQIQ-UHFFFAOYSA-N,1-(2-Methoxyphenoxy)-2-Nitrobenzene,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OLZOYMMYCAOYHJ-UHFFFAOYSA-N,Ac1Lwxpa,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RCKMEVFXBIWMSL-UHFFFAOYSA-N,Bas 02251984,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RCIZVLCKZKNWCL-UHFFFAOYSA-N,N-(Benzylcarbamothioyl)-2-Nitrobenzamide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UWSXKXYLIOWVGI-UHFFFAOYSA-N,Chembl3099594,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CLOGBHGPIOKNIF-UHFFFAOYSA-N,St064395,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QUBXBUGTXKSFAP-UHFFFAOYSA-N,Ac1Mzzxe,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NHJYQKGRAJXZSA-UHFFFAOYSA-N,Mls000392188,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QUCLNKFTZFWDAC-UHFFFAOYSA-N,Ac1Lfu78,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OBFCUFFATXTFJZ-UHFFFAOYSA-N,Mls000573529,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
PZZKJZYWFMWDJO-UHFFFAOYSA-N,Chembl3188343,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UVJAIZRIKRBEIP-UHFFFAOYSA-N,Mls000089056,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ISWLSMWHPQTYRJ-UHFFFAOYSA-N,Mls000672418,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
CDIZCPPXVIAKBJ-UHFFFAOYSA-N,Mls002159124,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KFQYDHVVCXUQTM-NTUHNPAUSA-N,Mls000592149,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QIDKEELAOWOGNZ-UHFFFAOYSA-N,Chembl2381201,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OMWFNWQNOYXWNV-UHFFFAOYSA-N,Chembl584684,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VPYGCGLFZVMTRP-UHFFFAOYSA-N,St50694790,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UCMHYRMMWUXXTF-UHFFFAOYSA-N,N-(2-Nitrobenzyloxy)Phthalimide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YIILCUGYQGMUJH-UHFFFAOYSA-N,2-Nitrophenyl Pyridine-3-Carboxylate,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZWBHPTXWWDKZFH-UHFFFAOYSA-N,Chembl565768,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WVLNTYTWIPYFIH-UHFFFAOYSA-N,Ac1Ni1Un,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UOSQXXIPTFSABV-UHFFFAOYSA-N,F0326-0504,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WVFFTWMQRQELFR-UHFFFAOYSA-N,N-(2-Ethylphenyl)-5-Nitrothiophene-2-Carboxamide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MZHVDNZAUSAZOT-UHFFFAOYSA-N,Mls000544293,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OBHKTNMETRQPKN-UHFFFAOYSA-N,Ac1Meaqx,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CDEKGLPPPXLCLF-UHFFFAOYSA-N,2-Nitro-Benzoic Acid Cyclopentylidene-Hydrazide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AEMACQOKZWLDAI-UHFFFAOYSA-N,Chembl3392837,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BJFQFDWCPHZXRO-SRZZPIQSSA-N,N-(5-Chloro-2-Methoxy-Phenyl)-3-[(2-Nitro-Benzoyl)-Hydrazono]-Butyramide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RNDNTTTUTQAXII-UHFFFAOYSA-N,RNDNTTTUTQAXII-UHFFFAOYSA-N,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CLMWNONAIDOHBO-UHFFFAOYSA-N,N-(4-Methyl-Thiazol-2-Yl)-6-Nitro-Phthalamic Acid,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WUXIBQMKACKYBN-UHFFFAOYSA-N,F0470-0435,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HREKRTHODQUWPW-UHFFFAOYSA-N,Chembl3322837,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UCYIAWGGDNXFTP-UHFFFAOYSA-N,N-Cyclopentyl-5-Nitrothiophene-2-Carboxamide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VHRMRISYMJIWMZ-UHFFFAOYSA-N,4-Nitro-Benzoic Acid 3-(2-Chloro-Benzoylamino)-Phenyl Ester,0,-2,-2,4,0,0,1,MQQNFDZXWVTQEH-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Nafamostat,Niclosamide,Levamisole
QINGNMZERMDILN-UHFFFAOYSA-N,St50635284,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GDNAYAZKMJKMPI-UHFFFAOYSA-N,Mls002251424,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CDBOVUJVTMSCMF-UHFFFAOYSA-N,"N-(3,5-Dimethylphenyl)-2-(2-Nitroethyl)Benzenecarboxamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZVSAAYWOHPHUJM-UHFFFAOYSA-N,An-329/40184173,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KFYBRPOUANUUAV-UHFFFAOYSA-N,Chembl2059555,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MNGLNFZJMXZYMX-QPJJXVBHSA-N,Chembl430890,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RVPLHQNDASXQLW-UHFFFAOYSA-N,"Triazole, 7F",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QTYSXQOAGLWTGR-UHFFFAOYSA-N,F0453-0067,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NHNBFGGVMKEFGY-UHFFFAOYSA-N,Nitrate,1,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QIIJRUHVYCWLRT-UHFFFAOYSA-N,N-(6-Chloro-2-Oxo-2H-Chromen-3-Yl)-2-Methoxybenzamide,0,-2,-2,4,0,0,1,JJWLXRKVUJDJKG-VIFPVBQESA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,BMS-863233,Levamisole,
WCQYZBJTRVFALE-AWNIVKPZSA-N,WCQYZBJTRVFALE-AWNIVKPZSA-N,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FQNJURYFUKRUDT-UHFFFAOYSA-N,St50251143,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
FQWOAQAKZKIBTM-UHFFFAOYSA-N,3-(2-Nitrophenoxy)-2-Thiophenecarboxylic Acid,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QFRXEGQFKUAAFT-UHFFFAOYSA-N,Mls001078181,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BPDWBRUPDCOGHV-UHFFFAOYSA-N,Mls000392367,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OSHDMUYBVGDECG-UHFFFAOYSA-N,Ac1Lq7Ty,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
QFRLDZGQEZCCJZ-UHFFFAOYSA-N,Bi-78D3,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
TXBQYUBGQCWFSY-FLIBITNWSA-N,Stk509349,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KAIBGPKOQXJQPX-UHFFFAOYSA-N,St50195968,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZHJNHXLMUDUZBR-UHFFFAOYSA-N,Ac1Lnyew,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
TZYLFZRSLMCUOT-UHFFFAOYSA-N,Chembl1558905,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZYPWPBOAEPMVPE-UHFFFAOYSA-N,2-(2-Nitroethyl)-N-Phenylbenzenecarboxamide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WEEACGCKIRGUOP-UHFFFAOYSA-N,"Piperidine, 3-Methyl-1-(5-Nitro-2-Thienyl)-",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NYPNLZQKDXZPCN-UHFFFAOYSA-N,Ac1Mssb2,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QZJYKQRNIIEFFS-UHFFFAOYSA-N,2-(Methylthio)-N-(3-Nitrophenyl)Benzamide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WEEIACNYUMMZHT-UHFFFAOYSA-N,"2-Methyl-N-{5-[(4-Nitrophenyl)Sulfonyl]-1,3-Thiazol-2-Yl}Pentanamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DCGBNHAKSOYYPU-UHFFFAOYSA-N,Cbkinase1_006417,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AVCSMMMOCOTIHF-UHFFFAOYSA-N,"1,8-Dinitronaphthalene",0,-2,-2,4,0,0,1,JRURYQJSLYLRLN-BJMVGYQFSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Entacapone,Levamisole,
KCZYJJVXQYODDF-UHFFFAOYSA-N,F0187-0265,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BMIZBCVEHSUUNO-UHFFFAOYSA-N,35973-25-2,0,-2,-2,4,0,0,1,PURKAOJPTOLRMP-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Deutivacaftor,Levamisole,
UABSNDLFCDXFRX-UHFFFAOYSA-N,St015779,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UABSNGCIBUDLIT-UHFFFAOYSA-N,Smr000198459,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
CISOKWVGMLHGBN-UHFFFAOYSA-N,"2,2-Dimethyl-5-[(5-Nitrothiophen-2-Yl)Methylidene]-1,3-Dioxane-4,6-Dione",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RTCKEJYEZRHNMB-UHFFFAOYSA-N,Chembl568003,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KDOKBPOUYXKMPH-UHFFFAOYSA-N,Chembl499800,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
ASCPHIRAARYIGT-UHFFFAOYSA-N,Chembl3322838,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IQUPABOKLQSFBK-UHFFFAOYSA-N,2-Nitrophenol,0,-2,-2,4,0,0,1,JRURYQJSLYLRLN-BJMVGYQFSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Entacapone,Levamisole,
SJHJNBQPIASSFI-UHFFFAOYSA-N,Mls001097802,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GFXCXLANLQRORB-LZYBPNLTSA-N,Mls000587421,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NFBJCSFAPPMPCJ-UHFFFAOYSA-N,N-[4-({2-Nitrobenzoyl}Amino)-2-Methoxyphenyl]-1-Benzofuran-2-Carboxamide,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RTHBMQFEVLITIG-UHFFFAOYSA-N,St50721647,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CFMFRXCKOBVKHV-UHFFFAOYSA-N,"N-(6-Bromo-1,3-Dimethyl-2-Oxo-2,3-Dihydro-1H-Benzimidazol-5-Yl)-2-Nitrobenzamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
TXGRISIEDLFKEV-SOFGYWHQSA-N,Smr000235996,0,-2,-2,4,0,0,1,RSUVYMGADVXGOU-BUHFOSPRSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Cinanserin,Levamisole,
JGMYHCZGMMCFDL-UHFFFAOYSA-N,Ac1Lftxt,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GJFLEXQYCGNBPK-UHFFFAOYSA-N,Ac1M8Nx3,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PIOQCJQBZVXEQP-UHFFFAOYSA-N,Ac1M9Ans,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QFVDNQQIDAKMHJ-UHFFFAOYSA-N,Ac1Lh6U6,0,-2,-2,4,0,0,1,PHRCDWVPTULQMT-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Pb-28,Levamisole,
PLSVGQMXGIHBAW-UHFFFAOYSA-N,Mls002170774,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KDIIXSVEIBDSGI-UHFFFAOYSA-N,Vu0410204-1,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HTUWGRJXIMHWNP-VGOFMYFVSA-N,Ac1Obopr,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PIQHBFJHMJHGHJ-RXMQYKEDSA-N,Chembl252605,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KDHWEMULLOVCEH-UHFFFAOYSA-N,Chembl467905,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RTGJSGMNCHEOOU-UHFFFAOYSA-N,"2-Nitro-N-(4-Pyridin-3-Yl-1,3-Thiazol-2-Yl)Benzamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XANAAWISPCISEI-UHFFFAOYSA-N,Mls000388836,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CIJVRWOHLBHSJS-UHFFFAOYSA-N,Mls000078111,0,-2,-2,4,0,0,1,JYWIYHUXVMAGLG-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Oxyclozanide,Niclosamide,Levamisole
BOVPUZPVZBEAKI-UHFFFAOYSA-N,St50937365,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HUMMVNJAWBBCAO-UHFFFAOYSA-N,Ac1Lpgg3,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
XRZJXNXQFMTRMD-UHFFFAOYSA-N,Mls001007839,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BONWXMHPOMNWOK-UHFFFAOYSA-N,"N-[3-(4-Bromophenyl)-1,2,4-Thiadiazol-5-Yl]-2-Methoxybenzamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YLDZGYPAPFWWAI-FNORWQNLSA-N,Chembl113922,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
TZKXXUQEUSIOGI-VGOFMYFVSA-N,Mls000780459,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IPXFIAVYHUNYTK-UHFFFAOYSA-N,1-Chloro-2-(2-Nitrophenoxy)Benzene,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YMXPNJJBXVCKAD-UHFFFAOYSA-N,Chembl3183497,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MIHADVKEHAFNPG-UHFFFAOYSA-N,2-Amino-5-Nitrothiazole,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JHHSYNZURGGRBL-UHFFFAOYSA-N,Mls000700336,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JIZRGGUCOQKGQD-UHFFFAOYSA-N,2-Nitrothiophene,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XTRDKALNCIHHNI-UHFFFAOYSA-N,"2,6-Dinitrotoluene",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CHYGICNYZYENKZ-UHFFFAOYSA-N,Ac1Lfu9Q,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
