inchikey,name,is drug,evidence,moa,support,p 1e-5,p 1e-4,p 1e-3,top1_inchikey,top2_inchikey,top3_inchikey,top1_name,top2_name,top3_name
GDEFMBAXQUJLLI-UHFFFAOYSA-N,"1-[(2-Pyridinyl)Methyl]-2,5-Dihydro-4-Hydroxy-5-Oxo-1H-Pyrrole-3-Carboxylic Acid Ethyl Ester",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SMDDRYRGXOXXAX-FUXBKTLASA-N,Chembl70190,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HHQZYRNRGYRKKF-UHFFFAOYSA-N,Schembl421166,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OMRPWZWTFRKTCV-UHFFFAOYSA-N,Schembl443712,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FTPBFNMYCGQFGU-UHFFFAOYSA-N,Chembl142790,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CWHACJJNROINNY-FLFQWRMESA-N,CWHACJJNROINNY-FLFQWRMESA-N,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KLGRUNSKORTTKE-UHFFFAOYSA-N,Chembl305064,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XGGQPJUUZQBRKN-UHFFFAOYSA-N,Schembl421162,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GCDSAQRNFZMYIH-UHFFFAOYSA-N,Stk559424,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NJHZJHLODSUBHZ-UHFFFAOYSA-N,Chembl325738,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JRGBXEJDIMXJAP-UHFFFAOYSA-N,Alconil,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JWBNYTVJZWMWBO-UHFFFAOYSA-N,Chembl142512,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FUPJHRZTBXVILF-UHFFFAOYSA-N,Chembl418008,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IGRRXZZSQGSYFW-UHFFFAOYSA-N,Chembl1927292,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
JTOZBIIWPYRCRY-UHFFFAOYSA-N,CID13312645,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AFSHTMJTTJSZHQ-UHFFFAOYSA-N,Chembl140980,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XEXWEXABTWMDIK-UHFFFAOYSA-N,CID54737678,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JOPBDABTROBTFI-UHFFFAOYSA-N,Bdbm50025972,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JRFYKLSZEJYRDE-UHFFFAOYSA-N,Chembl197544,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AQUXPLOEEHNYET-UHFFFAOYSA-N,Smr000195231,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HDNSITKLUFXKMH-UHFFFAOYSA-N,Chembl20756,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WZVYQAYHIJCCLP-UHFFFAOYSA-N,Chembl143633,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AEDNYZQZIZUZTP-UHFFFAOYSA-N,6-(2-Fluoro-Benzenesulfonyl)-2H-Pyridazin-3-One,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MUEWFGRQTIPXOU-UHFFFAOYSA-N,Chembl322815,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OTXVZGMQNJRLIN-UHFFFAOYSA-N,Chembl197712,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KIWGOJFEYDUYQS-UHFFFAOYSA-N,CID13312668,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DXOXELZVCCBSPL-UHFFFAOYSA-N,Chembl142704,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RVAJKUWZAXLXGY-AWGJQOPUSA-N,Chembl2261567,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DEODSEYJERVRIF-UHFFFAOYSA-N,Chembl538917,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IJMOQPWUPWPCFU-UHFFFAOYSA-N,Chembl421487,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZVEWYXHREIADQE-UHFFFAOYSA-N,Chembl280168,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SGMDNRFRSNYBCA-UHFFFAOYSA-N,6-Tosylpyridazin-3(2H)-One,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WOVXLSBTJIJSCI-UHFFFAOYSA-N,Chembl280361,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SICLRZDNKYLKFV-QPJJXVBHSA-N,Chembl2297682,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HYUVGLWAXURPHU-UHFFFAOYSA-N,Stk398824,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LUBHDINQXIHVLS-UHFFFAOYSA-N,Tolrestat,1,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YWQMHUNEWPSKBF-JTQLQIEISA-N,"1-[(S)-1-Phenylethyl]-2,5-Dihydro-4-Hydroxy-5-Oxo-1H-Pyrrole-3-Carboxylic Acid Ethyl Ester",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CEWXQDZUXMFABW-HZLSWQDRSA-N,Chembl3098360,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HWQIGAIPJKUDSF-UHFFFAOYSA-N,Nsc626985,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OAPNYERZTIUBOP-UHFFFAOYSA-N,Chembl425920,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NHJYISUWMXIZTK-UHFFFAOYSA-N,Schembl445833,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QBQAVWVRMZYUGW-UHFFFAOYSA-N,Schembl420815,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GPDJBSXMCKRELI-UHFFFAOYSA-N,Chembl431108,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SWKKKQCTKMAWMV-UHFFFAOYSA-N,Chembl284988,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DKLAMAQHLQNIHP-UHFFFAOYSA-N,Chembl140375,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BFOKKCFOSQXHRI-UHFFFAOYSA-N,Chembl197628,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YMZHVFGHPWRVAG-UHFFFAOYSA-N,Chembl419254,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UWYXUWTWABPVGW-SREIQFSDSA-N,Chembl65967,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YXWJUICETUIVMU-UHFFFAOYSA-N,Chembl63429,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FVRHUIKDBDFAPI-UHFFFAOYSA-N,Chembl20009,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IFJLHPSUTVVIOI-UHFFFAOYSA-N,Chembl20004,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UAHSXUKOQGHLFG-UHFFFAOYSA-N,Chembl273484,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SXONDGSPUVNZLO-UHFFFAOYSA-N,Zenarestat,1,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LCDLJTYTVMVKMU-UHFFFAOYSA-N,131436-78-7,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FNLOGUUFJQFIER-GXTWGEPZSA-N,Chembl68091,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NTJWJLZMOKBOFA-UHFFFAOYSA-N,Chembl198148,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WNMNUEAZYZPNHX-UHFFFAOYSA-N,Bdbm50016643,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SFAODBVTGWNNCF-UHFFFAOYSA-N,Smr000218920,0,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Niclosamide,Levamisole,
ZXNVJKDLFFNVJV-UHFFFAOYSA-N,Chembl342974,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZIZSXMHERGAUSN-UHFFFAOYSA-N,1-(4-Chlorobenzyl)-4-Hydroxy-5-Oxo-3-Pyrroline-3-Carboxylic Acid Ethyl Ester,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RDHWNHOFYJWDPT-UHFFFAOYSA-N,Chembl63855,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VKSZVHFYVKBHPR-UHFFFAOYSA-N,"Ethyl (2-{[(4-Nitrophenyl)Acetyl]Amino}-1,3-Thiazol-4-Yl)Acetate",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GCHKUUOPYMFGEY-VMPITWQZSA-N,Propenidazole,1,-2,-2,4,0,0,1,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,DQFBYFPFKXHELB-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,Niclosamide,Dqfbyfpfkxhelb-Uhfffaoysa-N,Levamisole
FTLOLNISQBDXGP-UHFFFAOYSA-N,Chembl281620,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NQVFBDVJATWWRY-UHFFFAOYSA-N,Bdbm50016647,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AUUUWTFZKUNERC-UHFFFAOYSA-N,Chembl10350,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MAOFJPRJDOTDDE-UHFFFAOYSA-N,St50591970,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MRVHYDCQEQXHKD-UHFFFAOYSA-N,Nsc626984,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MIRRKJQPILLVDW-UHFFFAOYSA-N,Bdbm50016634,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RCDQNZCVJPOULL-UHFFFAOYSA-N,Chembl20115,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DFSVVEGCHCEVPN-SREIQFSDSA-N,Chembl69675,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BMHZAHGTGIZZCT-LJQANCHMSA-N,(R)-minalrestat,1,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KXXNIZRBKQOOIN-UHFFFAOYSA-N,Ac1Ms5A9,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
JONPUPNUCOTQEY-UHFFFAOYSA-N,Chembl139898,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HHGKBVYCWCTRCV-UHFFFAOYSA-N,Chembl163888,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DODUYDHREXBMOW-UHFFFAOYSA-N,Chembl274433,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GUQBGRCBXABIBJ-UHFFFAOYSA-N,Schembl442946,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PYIHCGFQQSKYBO-UHFFFAOYSA-N,Oxepinac,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OVAVDZRNJWQJPL-UHFFFAOYSA-N,Chembl425922,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NMHHNPWLUQHYRQ-XLKFXECMSA-N,Chembl69646,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
HUXFTBDIUUZFRV-UHFFFAOYSA-N,"Benzothiophene, 21",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IMQKCRFXBQXONP-UHFFFAOYSA-N,Chembl66006,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KGJVNPZGEPQUFJ-UHFFFAOYSA-N,"N-(2-Fluoro-5-Nitrophenyl)-2-[(4-Methyl-1,3-Thiazol-2-Yl)Sulfanyl]Acetamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AUJSEOPMWKDXKM-UHFFFAOYSA-N,Chembl151952,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QUBABKJOUGUHAK-UHFFFAOYSA-N,Chembl283996,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QNAYWPPENIEFMQ-UHFFFAOYSA-N,Chembl279275,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WTSKOSDWKCOHNR-UHFFFAOYSA-N,CID23621307,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XDPGDIUQGLHHQP-UHFFFAOYSA-N,Chembl3260152,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ONFGSVXSCSLFIA-UHFFFAOYSA-N,Nsc627208,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ODPTZSKBYUUDCS-QMTHXVAHSA-N,Chembl71562,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WUOYHDFVMIJVMB-UHFFFAOYSA-N,Bdbm50016633,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VIXCZVJAQMPLJJ-UHFFFAOYSA-N,Chembl342786,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XANFACVRDLABMV-UHFFFAOYSA-N,Chembl143863,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OOYXYHJPQAORHT-UHFFFAOYSA-N,Chembl57570,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
KLIVRBFRQSOGQI-UHFFFAOYSA-N,Tiopinac,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QUZYPEPCSQAPEU-UHFFFAOYSA-N,6-Phenylmethanesulfonyl-2H-Pyridazin-3-One,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NMHZWOGDGMEOEJ-UHFFFAOYSA-N,Chembl364313,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NLSYQSDLNJJPFN-UHFFFAOYSA-N,Chembl371307,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ILKTWJJFMCHYOZ-UHFFFAOYSA-N,Schembl443331,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PFRSRDCTNMCPJD-UHFFFAOYSA-N,Mls000664085,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
PIYWGXWUNPNIGJ-UHFFFAOYSA-N,Stk855020,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CGRLDUWKCSABGI-UHFFFAOYSA-N,Chembl136825,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZIGWVDXSYGZSMA-NOZJJQNGSA-N,Chembl306591,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NZOWEJGMZYPDQD-UHFFFAOYSA-N,Chembl69716,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WTDCITYAOVFRGK-UHFFFAOYSA-N,Chembl3259823,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GIUHZKVBALEXFS-DYTRJAOYSA-N,Chembl135144,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IVYSZMWQEYJFMR-DOTOQJQBSA-N,Chembl304797,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
RWEUZGIZWUOOCM-UHFFFAOYSA-N,Chembl304050,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UAHVJTGPSLMIDJ-UHFFFAOYSA-N,Chembl150198,0,-2,-2,4,0,0,1,ACGUYXCXAPNIKK-UHFFFAOYSA-N,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,Hexachlorophene,Levamisole,
AMJKSWMIEPADRT-UHFFFAOYSA-N,Chembl283172,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LEBBTVSIKGGRGD-UHFFFAOYSA-N,CID13312639,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QINGNMZERMDILN-UHFFFAOYSA-N,St50635284,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NJOPJRLSIOYKDW-UHFFFAOYSA-N,Chembl417643,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
NIYAZDNHBFAEIA-UHFFFAOYSA-N,Chembl3422330,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QEQGIVVMPNNCOY-LCUIJRPUSA-N,QEQGIVVMPNNCOY-LCUIJRPUSA-N,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MDBIKXOWYYWEEX-UHFFFAOYSA-N,St50668888,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LKZLBRMKMWLEMI-UHFFFAOYSA-N,Chembl73560,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FVRPXJFCURFPPW-UHFFFAOYSA-N,Chembl282263,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QBQUUVFMUNTIDP-UHFFFAOYSA-N,Chembl363415,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CZDSQEFDQQFLLQ-UHFFFAOYSA-N,Mls000335393,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
SYSPLNWTPXYAMV-UHFFFAOYSA-N,CID13312650,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OOZHFYDENDULFV-UHFFFAOYSA-N,Chembl138065,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
CKFALBKFAWADSG-UHFFFAOYSA-N,Chembl143387,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
TYAXJJIALDRUSQ-UHFFFAOYSA-N,CID13312651,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QBQZUKSEKXJYCS-UHFFFAOYSA-N,Chembl1944858,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
UGZIZVNAMYQDDG-UHFFFAOYSA-N,Chembl65757,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
FHUFPSCNOIGXPM-UHFFFAOYSA-N,Chembl306244,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZZAGKISTDZNKHO-RELWKKBWSA-N,Chembl335578,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
IZFXTCQBFZQKFW-UHFFFAOYSA-N,Chembl191951,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
MZZSMPKRYXXFET-UHFFFAOYSA-N,Schembl420984,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VPFAZTYASVUBNK-UHFFFAOYSA-N,CID13312620,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
DYOULQGOKGJGJL-UHFFFAOYSA-N,Schembl443824,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
WQAXNTYEDLMMQI-UHFFFAOYSA-N,Chembl1673031,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZOWZXIMUMZOCHJ-UHFFFAOYSA-N,Chembl2111987,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZGZYIJMPLSJGGC-UHFFFAOYSA-N,St50755050,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
AQRNXCAVWZCQSU-UHFFFAOYSA-N,Chembl1944855,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
XDSNFPBIBSWEFN-UHFFFAOYSA-N,CID13312637,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
VKCHKAQCSBEZSI-UHFFFAOYSA-N,Schembl445966,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BMUITGZLHQBLBP-UHFFFAOYSA-N,Bdbm50016628,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZMUKNIMFIUDCQJ-GORDUTHDSA-N,Chembl2297678,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
OOTABKYAQPDVJM-UHFFFAOYSA-N,"N-[5-(4-Methoxybenzyl)-1,3,4-Thiadiazol-2-Yl]-2-Nitrobenzamide",0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
GELCCPBUXPMSIJ-UHFFFAOYSA-N,Chembl281407,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ONLCRVHXXZVMIE-UHFFFAOYSA-N,Mls000572923,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
YPJYXSUGINSAOG-UHFFFAOYSA-N,St50631822,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
LRGPZOADJXZOAO-UHFFFAOYSA-N,Chembl30655,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QHMQITUIIPNGKQ-UHFFFAOYSA-N,Chembl262701,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
QEZMOSMYZHVULB-UHFFFAOYSA-N,Schembl421004,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
ZLYVESBCLMPTQI-SREIQFSDSA-N,Chembl307121,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
BGUWADBVVHBXET-UHFFFAOYSA-N,Chembl13997,0,-2,-2,4,0,0,1,HLFSDGLLUJUHTE-SNVBAGLBSA-N,,,Levamisole,,
